Year,League,Team,Revenue,Value,Year over Year Value Increase,Debt/Value, Income ,Population
2020,NBA,Toronto Raptors,"264,000,000","2,150,000,000",,, -   ,"5,928,040"
2020,MLB,New York Mets,"263,000,000","1,350,000,000",,, -   ,"20,153,634"
2020,NBA,Los Angeles Clippers,"262,000,000","2,750,000,000",,, -   ,"13,310,447"
2020,NBA,Philadelphia 76ers,"259,000,000","2,075,000,000",,, -   ,"6,070,500"
2020,NBA,San Antonio Spurs,"255,000,000","1,850,000,000",,, -   ,"2,429,609"
2020,MLB,Detroit Tigers,"254,000,000","1,125,000,000",,, -   ,"2,055,612"
2020,MLB,Seattle Mariners,"250,000,000","1,100,000,000",,, -   ,"3,798,902"
2020,MLB,Baltimore Orioles,"245,000,000","1,000,000,000",,, -   ,"2,798,886"
2020,NBA,Sacramento Kings,"245,000,000","1,825,000,000",,, -   ,"2,296,418"
2020,NBA,Portland Trail Blazers,"240,000,000","1,900,000,000",,, -   ,"2,424,955"
2020,NBA,Milwaukee Bucks,"239,000,000","1,625,000,000",,, -   ,"1,572,482"
2020,NBA,Oklahoma City Thunder,"236,000,000","1,575,000,000",,, -   ,"1,373,211"
2020,MLB,Kansas City Royals,"231,000,000","700,000,000",,, -   ,"2,104,509"
2020,NBA,Washington Wizards,"231,000,000","1,800,000,000",,, -   ,"6,131,977"
2020,MLB,Pittsburgh Pirates,"229,000,000","900,000,000",,, -   ,"2,342,299"
2020,MLB,Chicago White Sox,"227,000,000","975,000,000",,, -   ,"9,512,999"
2020,MLB,Cincinnati Reds,"227,000,000","885,000,000",,, -   ,"2,165,139"
2020,NBA,Detroit Pistons,"227,000,000","1,450,000,000",,, -   ,"2,055,612"
2020,MLB,Milwaukee Brewers,"226,000,000","875,000,000",,, -   ,"1,572,482"
2020,MLB,Toronto Blue Jays,"226,000,000","870,000,000",,, -   ,"5,928,040"
2020,NBA,Utah Jazz,"226,000,000","1,660,000,000",,, -   ,"1,186,187"
2020,MLB,San Diego Padres,"225,000,000","890,000,000",,, -   ,"3,317,749"
2020,NHL,New York Rangers,"225,000,000","1,650,000,000",,, -   ,"20,153,634"
2020,MLB,Minnesota Twins,"223,000,000","895,000,000",,, -   ,"3,551,036"
2020,NHL,Toronto Maple Leafs,"223,000,000","1,500,000,000",,, -   ,"5,928,040"
2020,NBA,Atlanta Hawks,"222,000,000","1,520,000,000",,, -   ,"5,789,700"
2020,NBA,Phoenix Suns,"222,000,000","1,700,000,000",,, -   ,"4,661,537"
2020,NHL,Montreal Canadiens,"219,000,000","1,340,000,000",,, -   ,"4,098,927"
2020,NBA,Denver Nuggets,"218,000,000","1,650,000,000",,, -   ,"2,853,077"
2020,NBA,Orlando Magic,"218,000,000","1,460,000,000",,, -   ,"2,441,257"
2020,NBA,Indiana Pacers,"217,000,000","1,550,000,000",,, -   ,"2,004,230"
2020,NBA,Charlotte Hornets,"215,000,000","1,500,000,000",,, -   ,"2,474,314"
2020,MLB,Colorado Rockies,"214,000,000","855,000,000",,, -   ,"2,853,077"
2020,NBA,Minnesota Timberwolves,"214,000,000","1,400,000,000",,, -   ,"3,551,036"
2020,MLB,Arizona Diamondbacks,"211,000,000","840,000,000",,, -   ,"4,661,537"
2020,NBA,Memphis Grizzlies,"210,000,000","1,300,000,000",,, -   ,"1,342,842"
2020,NBA,New Orleans Pelicans,"209,000,000","1,350,000,000",,, -   ,"1,268,883"
2020,MLB,Cleveland Indians,"207,000,000","825,000,000",,, -   ,"2,055,612"
2020,MLB,Oakland Athletics,"202,000,000","725,000,000",,, -   ,"6,657,982"
2020,MLB,Miami Marlins,"188,000,000","650,000,000",,, -   ,"6,066,387"
2020,MLB,Tampa Bay Rays,"188,000,000","625,000,000",,, -   ,"3,032,171"
2020,NHL,Chicago Blackhawks,"178,000,000","1,085,000,000",,, -   ,"9,512,999"
2020,MLB,Houston Astros,"175,000,000","800,000,000",,, -   ,"6,772,470"
2020,NHL,Los Angeles Kings,"171,000,000","825,000,000",,, -   ,"13,310,447"
2020,NHL,Boston Bruins,"170,000,000","1,000,000,000",,, -   ,"4,794,447"
2020,NHL,Philadelphia Flyers,"161,000,000","800,000,000",,, -   ,"6,070,500"
2020,NHL,Pittsburgh Penguins,"159,000,000","650,000,000",,, -   ,"2,342,299"
2020,NHL,Detroit Red Wings,"157,000,000","775,000,000",,, -   ,"2,055,612"
2020,NHL,Vegas Golden Knights,"156,000,000","570,000,000",,, -   ,"2,155,664"
2020,NHL,New Jersey Devils,"152,000,000","530,000,000",,, -   ,"20,153,634"
2020,NHL,Washington Capitals,"148,000,000","750,000,000",,, -   ,"6,131,977"
2020,NHL,Vancouver Canucks,"146,000,000","725,000,000",,, -   ,"2,463,431"
2020,NHL,Dallas Stars,"142,000,000","575,000,000",,, -   ,"7,233,323"
2020,NHL,Edmonton Oilers,"137,000,000","550,000,000",,, -   ,"1,321,426"
2020,NHL,St Louis Blues,"129,000,000","510,000,000",,, -   ,"2,807,002"
2020,NHL,Tampa Bay Lightning,"125,000,000","470,000,000",,, -   ,"3,032,171"
2020,NHL,Minnesota Wild,"123,000,000","500,000,000",,, -   ,"3,551,036"
2020,NHL,Nashville Predators,"121,000,000","435,000,000",,, -   ,"1,865,298"
2020,NHL,Buffalo Sabres,"120,000,000","385,000,000",,, -   ,"1,132,804"
2020,NHL,Calgary Flames,"120,000,000","480,000,000",,, -   ,"1,392,609"
2020,NHL,Anaheim Ducks,"119,000,000","460,000,000",,, -   ,"13,310,447"
2020,NHL,San Jose Sharks,"118,000,000","515,000,000",,, -   ,"6,657,982"
2020,NHL,Winnipeg Jets,"117,000,000","405,000,000",,, -   ,"778,489"
2020,NHL,Carolina Hurricanes,"116,000,000","440,000,000",,, -   ,"2,474,314"
2020,NHL,Colorado Avalanche,"115,000,000","465,000,000",,, -   ,"2,853,077"
2020,NHL,Ottawa Senators,"115,000,000","430,000,000",,, -   ,"1,323,783"
2020,NHL,Columbus Blue Jackets,"106,000,000","310,000,000",,, -   ,"2,041,520"
2020,NHL,Arizona Coyotes,"95,000,000","285,000,000",,, -   ,"4,661,537"
2020,NHL,New York Islanders,"93,000,000","520,000,000",,, -   ,"20,153,634"
2020,NHL,Florida Panthers,"92,000,000","295,000,000",,, -   ,"6,066,387"
2020,MLS,Atlanta United,"78,000,000","500,000,000",,, -   ,"5,790,000"
2020,MLS,LA Galaxy,"64,000,000","480,000,000",,, -   ,"13,310,000"
2020,MLS,LAFC,"50,000,000","475,000,000",,, -   ,"13,310,000"
2020,MLS,Portland Timbers,"47,000,000","390,000,000",,, -   ,"2,424,955"
2020,MLS,Seattle Sounders,"47,000,000","405,000,000",,, -   ,"3,800,000"
2020,MLS,New York City FC,"45,000,000","385,000,000",,, -   ,"20,150,000"
2020,MLS,Sporting Kansas City,"43,000,000","325,000,000",,, -   ,"2,100,000"
2020,MLS,Toronto FC,"43,000,000","395,000,000",,, -   ,"5,930,000"
2020,MLS,DC United,"41,000,000","330,000,000",,, -   ,"6,130,000"
2020,MLS,Orlando City SC,"39,000,000","295,000,000",,, -   ,"2,440,000"
2020,MLS,New York Red Bulls,"36,000,000","290,000,000",,, -   ,"13,310,000"
2020,MLS,San Jose Earthquakes,"35,000,000","275,000,000",,, -   ,"6,660,000"
2020,MLS,FC Dallas,"33,000,000","220,000,000",,, -   ,"7,230,000"
2020,MLS,New England Revolution,"29,000,000","245,000,000",,, -   ,"4,790,000"
2020,MLS,Minnesota United,"24,000,000","300,000,000",,, -   ,"3,550,000"
2020,MLS,Chicago Fire,"23,000,000","335,000,000",,, -   ,"9,510,000"
2020,MLS,Houston Dynamo,"23,000,000","280,000,000",,, -   ,"6,770,000"
2020,MLS,Philadelphia Union,"21,000,000","240,000,000",,, -   ,"6,070,000"
2020,MLS,Real Salt Lake,"21,000,000","235,000,000",,, -   ,"1,190,000"
2020,MLS,Vancouver Whitecaps,"20,000,000","215,000,000",,, -   ,"2,460,000"
2020,MLS,Colorado Rapids,"18,000,000","190,000,000",,, -   ,"2,850,000"
2020,MLS,Columbus Crew,"18,000,000","200,000,000",,, -   ,"2,040,000"
2020,MLS,Montreal Impact,"18,000,000","210,000,000",,, -   ,"4,100,000"
